City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Wil,CH,47.4615,9.0455,60.37,92,0,2.77,clear sky
348,Gamba,GA,-2.65,10.0,70.14,91,100,3.96,overcast clouds
349,Tacuarembo,UY,-31.7333,-55.9833,46.45,90,65,10.13,broken clouds
350,Igbo Ora,NG,7.4333,3.2833,69.15,93,99,3.89,overcast clouds
351,Shambu,ET,9.5667,37.1,49.82,94,100,0.72,overcast clouds
352,Kaduna,NG,10.5222,7.4383,71.1,88,100,3.2,light rain
353,Avera,US,33.194,-82.5271,78.39,67,84,6.31,broken clouds
354,Saint Anthony,US,45.0205,-93.218,69.69,75,0,2.93,clear sky
355,Laguna,US,38.421,-121.4238,87.76,44,0,12.66,clear sky
356,Catamarca,AR,-28.4696,-65.7852,48.78,67,10,7.0,clear sky
357,Abu Dhabi,AE,24.4667,54.3667,93.31,55,0,3.44,clear sky
358,Nelson Bay,AU,-32.7167,152.15,55.99,93,100,11.01,light rain
359,Atagay,RU,55.1033,99.3875,71.42,51,77,2.19,broken clouds
360,Rapid Valley,US,44.0625,-103.1463,84.4,42,0,9.22,clear sky
361,Sokur,RU,55.2093,83.319,61.16,70,6,12.39,clear sky
362,Camacha,PT,33.0833,-16.3333,67.42,78,40,12.66,scattered clouds
363,Fairbanks,US,64.8378,-147.7164,62.56,57,75,8.05,broken clouds
364,Aanekoski,FI,62.6946,25.818,42.67,83,65,1.36,broken clouds
365,Dinajpur,BD,25.6272,88.6386,86.77,67,9,15.82,clear sky
366,Gewane,ET,10.1664,40.6453,75.38,74,100,7.43,light rain
367,Geraldton,AU,-28.7667,114.6,55.81,76,75,17.27,broken clouds
368,Aklavik,CA,68.2191,-135.0107,59.74,59,100,3.58,light rain
369,Wajid,SO,3.8093,43.2471,67.96,83,48,16.84,scattered clouds
370,Saint-Paul,RE,-21.0096,55.2707,65.35,77,27,0.51,scattered clouds
371,General Artigas,PY,-26.9333,-56.2167,56.12,95,100,6.29,overcast clouds
372,Samarai,PG,-10.6167,150.6667,81.14,66,62,14.47,broken clouds
373,Clarence Town,AU,-32.5833,151.7833,58.6,95,99,6.17,light rain
374,Zeerust,ZA,-25.5369,26.0751,47.59,57,2,5.97,clear sky
375,Waddan,LY,29.1614,16.139,78.21,56,0,3.49,clear sky
376,North Bend,US,43.4065,-124.2243,65.25,88,100,8.05,overcast clouds
377,Duncan,US,34.5023,-97.9578,87.69,48,40,3.44,scattered clouds
378,Methoni,GR,36.8197,21.7049,77.22,53,0,7.85,clear sky
379,Lewistown,US,40.5992,-77.5714,80.19,100,20,0.0,few clouds
380,Harper,LR,4.375,-7.7169,74.05,82,94,9.75,overcast clouds
381,San Francisco,US,37.7749,-122.4194,75.16,84,20,18.41,few clouds
382,Tomatlan,MX,19.9333,-105.25,77.61,90,100,1.12,overcast clouds
383,Acaponeta,MX,22.4964,-105.3594,78.82,80,100,0.81,overcast clouds
384,Slavsk,RU,55.0425,21.677,52.41,94,23,1.14,few clouds
385,Maungatapere,NZ,-35.75,174.2,54.12,96,34,4.56,light rain
386,Hamilton,US,39.1834,-84.5333,81.45,87,0,5.75,clear sky
387,Mareeba,AU,-17.0,145.4333,74.44,67,94,6.76,overcast clouds
388,Blagoyevo,RU,63.3667,47.9167,56.48,66,100,2.1,overcast clouds
389,Severomuysk,RU,56.1481,113.4267,40.71,88,100,6.49,overcast clouds
390,Newnan,US,33.3807,-84.7997,77.2,95,75,5.75,broken clouds
391,Yerbogachen,RU,61.2767,108.0108,59.74,68,97,2.91,light rain
392,Papara,BR,-3.9839,-38.7273,79.2,95,4,2.08,clear sky
393,Ushtobe,KZ,45.2514,77.9838,82.71,35,43,8.25,scattered clouds
394,Evensk,RU,61.95,159.2333,62.31,60,63,5.61,broken clouds
395,Zonguldak,TR,41.25,31.8333,62.83,95,95,3.27,overcast clouds
396,Broken Hill,AU,-31.95,141.4333,59.65,36,7,5.44,clear sky
397,Trieste,IT,45.6486,13.78,76.75,65,86,2.3,overcast clouds
398,Pangody,RU,65.85,74.4859,63.59,70,33,14.03,scattered clouds
399,Hirara,JP,24.8,125.2833,86.27,79,40,9.22,scattered clouds
400,Kenai,US,60.5544,-151.2583,56.03,79,100,20.71,light rain
401,Lafia,NG,8.4833,8.5167,72.1,97,99,3.2,overcast clouds
402,Pacific Grove,US,36.6177,-121.9166,75.87,80,0,9.22,clear sky
403,Petatlan,MX,17.5167,-101.2667,85.8,87,94,2.93,overcast clouds
404,Berlevag,NO,70.8578,29.0864,50.0,87,100,8.05,overcast clouds
405,Santa Isabel,BR,-23.3156,-46.2214,63.7,96,100,2.66,overcast clouds
406,Sibolga,ID,1.7427,98.7792,84.43,58,98,2.19,overcast clouds
407,Qujing,CN,25.4833,103.7833,73.54,64,18,4.12,few clouds
408,Baracoa,CU,20.3467,-74.4958,79.38,87,97,3.44,overcast clouds
409,Butembo,CD,0.15,29.2833,57.22,86,53,2.64,broken clouds
410,Ahipara,NZ,-35.1667,173.1667,58.03,80,7,4.34,clear sky
411,Pergine Valsugana,IT,46.065,11.238,68.43,87,100,6.91,fog
412,Popondetta,PG,-8.7537,148.2534,90.36,45,24,7.2,few clouds
413,Anastacio,BR,-20.4836,-55.8069,67.26,96,98,7.07,overcast clouds
414,Aswan,EG,24.0934,32.907,92.5,17,0,6.91,clear sky
415,Oussouye,SN,12.485,-16.5469,77.18,88,57,5.57,broken clouds
416,Turkmenabat,TM,39.0733,63.5786,71.58,43,0,4.61,clear sky
417,Muisne,EC,0.6,-80.0333,74.19,87,99,7.49,overcast clouds
418,Cap Malheureux,MU,-19.9842,57.6142,67.46,77,2,4.0,clear sky
419,Tagusao,PH,9.1924,117.8141,84.76,67,65,2.44,broken clouds
420,Havre-Saint-Pierre,CA,50.2334,-63.5986,53.96,87,100,3.44,overcast clouds
421,Chernyshevskiy,RU,63.0128,112.4714,60.84,64,100,3.78,overcast clouds
422,Luganville,VU,-15.5333,167.1667,80.94,78,32,4.23,scattered clouds
423,Northam,GB,51.0333,-4.2167,60.39,78,4,2.55,clear sky
424,Naze,JP,28.3667,129.4833,86.92,70,93,7.54,overcast clouds
425,Portland,US,45.5234,-122.6762,85.93,52,20,8.05,few clouds
426,Ouadda,CF,8.0777,22.4007,66.81,98,95,3.15,overcast clouds
427,Shahrud,IR,36.4182,54.9763,73.54,63,40,10.04,scattered clouds
428,Chokurdakh,RU,70.6333,147.9167,70.74,45,71,4.7,broken clouds
429,Ankazoabo,MG,-22.2833,44.5167,58.66,74,0,2.95,clear sky
430,Strohonivka,UA,44.9431,34.1973,66.52,56,0,5.77,clear sky
431,Beringovskiy,RU,63.05,179.3167,48.16,61,23,7.05,few clouds
432,Kizilskoye,RU,52.7255,58.8937,67.37,78,13,8.3,few clouds
433,Macusani,PE,-14.0833,-70.4333,32.83,86,54,3.47,broken clouds
434,Jaque,PA,7.5175,-78.1703,78.6,88,100,2.77,moderate rain
435,Aitape,PG,-3.1374,142.3475,83.35,75,66,8.21,broken clouds
436,Dubbo,AU,-32.25,148.6167,57.33,47,1,6.91,clear sky
437,Pishin,PK,30.5803,66.9961,80.69,49,100,2.62,overcast clouds
438,Storforshei,NO,66.4043,14.5233,53.65,93,100,2.3,light rain
439,Tecoanapa,MX,16.5167,-98.75,79.68,84,100,5.37,overcast clouds
440,Sovetskiy,RU,61.3614,63.5842,72.18,59,41,4.72,scattered clouds
441,Muyezerskiy,RU,63.9333,31.65,52.38,78,77,2.19,broken clouds
442,Dano,BF,11.15,-3.0667,75.38,80,74,6.73,broken clouds
443,Tabou,CI,4.423,-7.3528,73.06,86,67,9.82,broken clouds
444,Kysyl-Syr,RU,63.8986,122.7617,67.78,54,100,11.05,overcast clouds
445,Hienghene,NC,-20.6833,164.9333,72.66,58,42,7.45,scattered clouds
446,Lagos,NG,6.5833,3.75,73.51,87,100,4.63,overcast clouds
447,Nome,US,64.5011,-165.4064,53.67,76,75,11.5,broken clouds
448,San Lorenzo,PY,-25.3333,-57.5333,59.94,88,75,16.11,broken clouds
449,Seoul,KR,37.5683,126.9778,78.4,94,100,6.91,heavy intensity rain
450,Leningradskiy,RU,69.3833,178.4167,40.57,75,57,5.3,broken clouds
451,Puerto Cabezas,NI,14.0351,-83.3888,78.13,91,100,7.31,overcast clouds
452,Bari,IT,41.1177,16.8512,78.19,80,0,8.05,clear sky
453,Maningrida,AU,-12.0667,134.2667,88.54,41,11,13.29,few clouds
454,Pokhara,NP,28.2333,83.9833,80.01,81,38,3.33,light rain
455,Ishigaki,JP,24.3448,124.1572,89.73,66,20,8.05,few clouds
456,Pochutla,MX,15.7432,-96.4661,80.82,88,100,4.27,overcast clouds
457,Wuda,CN,39.4994,106.7117,72.18,67,100,7.14,overcast clouds
458,Teguldet,RU,57.3064,88.1667,71.15,55,13,5.46,few clouds
459,Lake City,US,30.1897,-82.6393,75.78,88,0,0.0,clear sky
460,Daru,PG,-9.0763,143.2092,81.16,73,3,13.98,clear sky
461,Hongjiang,CN,27.11,109.9956,93.97,50,6,4.05,clear sky
462,Baruun-Urt,MN,46.6806,113.2792,74.77,31,3,5.84,clear sky
463,Acapulco,MX,16.8634,-99.8901,84.02,70,100,4.61,overcast clouds
464,Weligama,LK,5.9667,80.4167,79.7,81,100,10.92,overcast clouds
465,Spokoynaya,RU,44.2468,41.4015,57.31,82,0,4.14,clear sky
466,Agirish,RU,61.9247,63.0231,71.42,59,13,7.23,few clouds
467,Villa Carlos Paz,AR,-31.4241,-64.4978,42.39,61,98,1.99,overcast clouds
468,Deputatskiy,RU,69.3,139.9,64.33,60,86,1.99,light rain
469,Parrita,CR,9.5201,-84.3225,77.52,88,98,2.13,overcast clouds
470,Erzin,TR,36.9559,36.2,76.05,84,100,2.59,overcast clouds
471,Saint-Augustin,CA,51.226,-58.6502,55.96,70,100,0.94,overcast clouds
472,Jiaocheng,CN,24.6774,116.1389,89.91,53,21,7.96,few clouds
473,Abha,SA,18.2164,42.5053,64.22,88,82,8.05,broken clouds
474,Teknaf,BD,20.8624,92.3058,77.81,93,100,17.72,overcast clouds
475,Ndele,CF,8.4109,20.6473,68.95,98,75,3.4,broken clouds
476,Ardesen,TR,41.1911,40.9875,75.72,80,27,4.07,scattered clouds
477,Halifax,CA,44.6453,-63.5724,66.09,96,100,12.66,overcast clouds
478,Jena,DE,50.9333,11.5833,60.94,71,0,1.59,clear sky
479,Vestmanna,FO,62.1564,-7.1664,50.92,100,100,14.97,overcast clouds
480,Ludvika,SE,60.1496,15.1878,48.0,95,6,2.17,clear sky
481,College,US,64.8569,-147.8028,62.55,57,75,8.05,broken clouds
482,Padang,ID,-0.9492,100.3543,82.45,67,15,3.2,few clouds
483,Sarai Mir,IN,26.0167,82.9167,90.23,60,33,16.67,scattered clouds
484,Araouane,ML,18.9048,-3.5265,96.87,17,70,9.08,broken clouds
485,Sydney Mines,CA,46.2367,-60.2177,63.25,91,100,2.3,light rain
486,Sumbawanga,TZ,-7.9667,31.6167,50.83,67,0,3.15,clear sky
487,Jieshou,CN,33.2634,115.3611,91.51,64,93,4.41,overcast clouds
488,Sioux Falls,US,43.55,-96.7003,69.66,70,0,6.91,clear sky
489,Akom,CM,2.6678,12.7109,66.43,99,83,3.89,broken clouds
490,Peniche,PT,39.3558,-9.3811,67.1,89,6,2.53,clear sky
491,Kolondieba,ML,11.0882,-6.8926,73.27,95,96,4.81,overcast clouds
492,Khani,GE,41.9563,42.9566,58.57,76,0,5.75,clear sky
493,Ulladulla,AU,-35.35,150.4667,50.83,87,100,12.01,light rain
494,Valdivia,CL,-39.8142,-73.2459,33.89,97,100,2.13,overcast clouds
495,Palmer,US,42.1584,-72.3287,80.24,79,75,8.05,light rain
496,Pondicherry,IN,11.93,79.83,82.96,66,100,11.23,overcast clouds
497,Suzhou,CN,31.3114,120.6181,95.54,46,85,9.13,overcast clouds
498,Ponazyrevo,RU,58.3578,46.3142,61.29,97,17,3.49,few clouds
499,Tateyama,JP,34.9833,139.8667,85.93,81,100,22.86,overcast clouds
500,Eureka,US,40.8021,-124.1637,75.74,79,4,3.71,clear sky
501,Tombouctou,ML,20.0,-3.0,95.25,10,71,8.52,broken clouds
502,Cabo San Lucas,MX,22.8909,-109.9124,86.61,78,40,8.05,scattered clouds
503,Staryy Nadym,RU,65.6118,72.6842,63.73,66,56,17.16,broken clouds
504,Manzil Salim,TN,35.8567,8.4765,72.54,48,0,2.21,clear sky
505,Isahaya,JP,32.8411,130.0431,88.93,62,75,3.44,broken clouds
506,Maraa,BR,-1.8333,-65.3667,74.97,87,57,1.92,broken clouds
507,Walvis Bay,NA,-22.9575,14.5053,52.09,100,32,8.05,scattered clouds
508,Bainbridge,US,47.6262,-122.5212,89.15,49,20,8.05,few clouds
509,Makat,KZ,47.6469,53.3463,82.29,36,6,12.24,clear sky
510,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,89,49,4.47,light rain
511,La Palma,US,33.8464,-118.0467,93.96,62,0,6.91,clear sky
512,Pipri,IN,19.8,75.5333,75.52,88,100,12.41,overcast clouds
513,Kapuskasing,CA,49.4169,-82.4331,57.2,82,20,5.75,few clouds
514,Heerenveen,NL,52.95,5.9333,58.95,97,12,4.88,few clouds
515,Saint-Pierre,RE,-21.3393,55.4781,64.9,60,0,6.91,clear sky
516,Digha,IN,21.6833,87.55,83.89,82,93,15.52,light rain
517,San Cristobal,VE,7.7669,-72.225,75.38,94,71,2.66,broken clouds
518,Masallatah,LY,32.6167,14.0,75.13,87,0,4.03,clear sky
519,San Ramon,US,37.7799,-121.978,74.39,73,0,16.11,clear sky
520,Dogondoutchi,NE,13.6393,4.0287,79.38,80,100,8.3,overcast clouds
521,Gilgit,PK,35.9221,74.3087,83.43,54,2,3.98,clear sky
522,Bombay,IN,19.0144,72.8479,76.98,100,100,18.41,overcast clouds
523,Oyama,JP,36.3,139.8,93.58,45,91,4.76,overcast clouds
524,Bella Vista,US,36.4295,-94.2316,85.1,71,0,11.5,light rain
525,Goderich,CA,43.7501,-81.7165,65.91,88,100,17.27,overcast clouds
526,Tikapur,NP,28.5,81.1333,88.5,68,97,1.74,overcast clouds
527,Havoysund,NO,70.9963,24.6622,52.03,84,100,10.25,overcast clouds
528,Bethel,US,41.3712,-73.414,80.96,81,74,1.01,light rain
529,Nizwa,OM,22.9333,57.5333,92.98,31,100,2.55,overcast clouds
530,Lagunas,PE,-5.2269,-75.6753,74.03,88,53,0.29,broken clouds
531,Basoko,CD,1.2391,23.616,72.16,84,51,1.52,broken clouds
532,Morro Da Fumaca,BR,-28.6508,-49.21,59.25,97,100,4.56,moderate rain
533,Wattegama,LK,6.7989,81.4808,81.63,60,97,8.05,overcast clouds
534,Curanilahue,CL,-37.4667,-73.35,40.62,82,92,3.56,overcast clouds
535,Kavaratti,IN,10.5669,72.642,80.82,83,100,22.82,light rain
536,Aripuana,BR,-9.1667,-60.6333,74.17,72,18,0.89,few clouds
537,Hengyang,CN,26.8881,112.615,96.12,42,1,7.09,clear sky
538,Santa Fe,AR,-31.6333,-60.7,50.02,96,100,8.01,light rain
539,Leh,IN,34.1667,77.5833,64.56,54,42,6.76,scattered clouds
540,Minyar,RU,55.0709,57.5485,66.54,90,64,2.46,broken clouds
541,Thinadhoo,MV,0.5333,72.9333,81.48,70,96,2.51,overcast clouds
542,Marzuq,YE,14.4,46.4667,76.39,73,90,5.26,overcast clouds
543,Muros,ES,42.7762,-9.0603,64.83,87,1,5.99,clear sky
544,The Pas,CA,53.8251,-101.2541,64.42,77,100,14.97,overcast clouds
545,Alyangula,AU,-13.8483,136.4192,79.88,55,99,13.53,overcast clouds
546,Ponta Delgada,PT,37.7333,-25.6667,70.52,88,75,0.0,broken clouds
547,Yulara,AU,-25.2406,130.9889,70.34,18,69,13.78,broken clouds
548,Bolu,TR,40.6667,31.5833,62.51,89,89,0.85,overcast clouds
549,Sahbuz,AZ,39.4072,45.5739,65.8,68,1,4.45,clear sky
550,Quixere,BR,-5.0742,-37.9886,73.08,80,8,5.32,clear sky
551,Jinka,ET,5.65,36.65,66.67,59,100,1.92,overcast clouds
552,Druzhba,UA,52.0428,33.9453,59.58,99,94,5.23,overcast clouds
553,Velur,IN,12.9333,79.1333,82.35,61,100,18.34,overcast clouds
554,Ranong,TH,9.9658,98.6348,80.53,79,100,8.75,overcast clouds
555,Chekmagush,RU,55.1319,54.6556,70.66,70,93,3.33,overcast clouds
556,Oranjemund,NA,-28.55,16.4333,55.15,66,9,5.53,clear sky
557,Jacmel,HT,18.2342,-72.5347,84.04,87,76,7.0,broken clouds
558,Makakilo City,US,21.3469,-158.0858,88.12,51,0,17.27,clear sky
559,Zalantun,CN,48.0,122.7167,76.21,31,4,19.13,clear sky
560,Vostok,RU,46.4856,135.8833,71.04,41,0,12.5,clear sky
561,Honiara,SB,-9.4333,159.95,84.34,69,73,4.25,broken clouds
562,Asau,RO,46.4333,26.4,65.32,90,5,3.15,light rain
563,Bria,CF,6.5423,21.9863,68.02,97,81,2.64,broken clouds
564,Shenjiamen,CN,29.9576,122.298,84.16,79,85,20.42,overcast clouds
565,Peterhead,GB,57.5058,-1.7981,63.0,83,99,3.47,overcast clouds
566,Mildura,AU,-34.2,142.15,61.07,52,3,4.65,clear sky
567,Calella,ES,41.618,2.6678,82.92,68,2,3.06,clear sky
568,Malakal,SS,9.5334,31.6605,70.86,96,96,3.83,overcast clouds
569,Hobyo,SO,5.3505,48.5268,75.34,82,77,22.1,broken clouds
570,Svetlaya,RU,46.5389,138.3297,76.33,46,1,9.28,clear sky
571,Bonavista,CA,48.6499,-53.1147,55.94,80,100,10.51,overcast clouds
572,Inuvik,CA,68.3499,-133.7218,63.46,53,75,6.91,broken clouds
573,Burnie,AU,-41.0667,145.9167,55.94,54,5,3.67,clear sky
574,Ormara,PK,25.2088,64.6357,81.86,86,100,6.35,overcast clouds
575,Mantua,IT,45.1667,10.7833,78.04,70,33,5.3,scattered clouds
576,Acheng,CN,45.5454,126.977,73.65,55,0,15.95,clear sky
577,Luang Prabang,LA,19.8856,102.1347,80.56,83,75,2.3,mist
578,Norsup,VU,-16.0667,167.3833,81.41,74,35,5.06,scattered clouds
579,Ulundi,ZA,-28.3352,31.4162,58.57,77,30,5.68,scattered clouds
580,Caravelas,BR,-17.7125,-39.2481,72.55,75,5,9.01,clear sky
581,Severnyy,RU,50.677,36.5532,66.24,88,0,6.71,clear sky
582,Buala,SB,-8.145,159.5921,84.76,67,26,4.61,scattered clouds
583,Vardo,NO,70.3705,31.1107,49.98,81,100,6.91,overcast clouds
584,Sao Desiderio,BR,-12.3633,-44.9733,70.43,40,39,3.15,scattered clouds
585,Aureliana,PH,10.8885,121.978,83.03,71,98,4.29,overcast clouds
586,Miram Shah,PK,33.0086,70.0697,83.46,63,9,3.85,clear sky
587,Tongren,CN,27.7172,109.1853,92.7,54,65,3.89,broken clouds
588,Kyaukse,MM,21.6,96.1333,79.95,81,99,4.27,light rain
589,Kurchum,KZ,48.5722,83.6542,79.14,27,88,4.54,overcast clouds
590,Jalu,LY,29.0331,21.5482,78.87,65,0,8.79,clear sky
591,Sacama,EC,-3.9,-79.2667,48.43,93,20,5.53,few clouds
592,Maceio,BR,-9.6658,-35.7353,71.04,88,40,5.75,scattered clouds
593,Labrea,BR,-7.2586,-64.7981,76.57,75,8,1.68,clear sky
594,Astakos,GR,38.5356,21.0814,77.88,48,0,7.29,clear sky
595,Iqaluit,CA,63.7506,-68.5145,47.93,76,20,0.0,few clouds
596,Port Macquarie,AU,-31.4333,152.9167,62.89,70,32,16.6,scattered clouds
597,Pankrushikha,RU,53.8319,80.3406,71.89,57,77,9.15,broken clouds
598,Khandyga,RU,62.6667,135.6,64.35,66,100,3.13,overcast clouds
599,Tikamgarh,IN,24.745,78.8333,84.42,70,92,12.26,overcast clouds
600,Sattahip,TH,12.6664,100.9007,81.99,89,75,6.91,broken clouds
601,Santa Lucia,ES,27.9117,-15.5407,63.77,78,75,24.16,broken clouds
602,Dolores Hidalgo,MX,21.1561,-100.9308,59.94,84,93,12.19,overcast clouds
603,Tessalit,ML,20.1986,1.0114,90.72,40,63,13.35,broken clouds
604,Sengiley,RU,53.9622,48.7944,62.67,74,100,3.4,overcast clouds
605,Salinopolis,BR,-0.6136,-47.3561,78.85,85,66,10.98,broken clouds
606,Quartucciu,IT,39.2519,9.1794,79.0,76,0,6.91,clear sky
607,Segezha,RU,63.7415,34.3222,53.8,76,95,4.92,overcast clouds
608,Kousseri,CM,12.0769,15.0306,76.5,76,58,6.6,broken clouds
609,Andenes,NO,69.3143,16.1194,53.58,94,100,9.22,light rain
610,Port Washington,US,40.8257,-73.6982,89.2,70,75,9.22,broken clouds
611,Nueva Germania,PY,-23.9,-56.5667,57.22,96,80,4.25,broken clouds
612,Ormstown,CA,45.1334,-73.9992,64.06,99,100,8.3,light rain
613,Isla Aguada,MX,18.7833,-91.4667,81.79,80,71,15.17,broken clouds
614,Grabouw,ZA,-34.1515,19.0151,49.48,71,3,3.71,clear sky
615,Lazaro Cardenas,MX,17.9583,-102.2,80.06,78,100,1.68,overcast clouds
616,Winkler,CA,49.1817,-97.941,77.22,57,0,11.5,clear sky
617,Majene,ID,-3.5403,118.9707,76.24,90,100,5.37,overcast clouds
618,Punta De Bombon,PE,-17.1717,-71.7931,59.49,80,6,6.22,clear sky
619,Egvekinot,RU,66.3167,-179.1667,48.18,45,2,6.73,clear sky
620,Hargeysa,SO,9.56,44.065,71.37,51,98,24.74,overcast clouds
621,Creel,MX,27.75,-107.6333,56.07,91,100,3.27,overcast clouds
622,Ceres,US,37.5949,-120.9577,85.95,41,0,14.97,clear sky
623,Port Hawkesbury,CA,45.6169,-61.3485,63.18,97,100,6.91,moderate rain
624,Bud,US,39.447,-86.1758,79.05,85,1,7.09,clear sky
625,Pietarsaari,FI,63.65,22.6833,53.89,80,69,8.1,broken clouds
626,Vierzon,FR,47.2101,2.0625,66.79,53,0,9.95,clear sky
627,Tezu,IN,27.9167,96.1667,81.27,86,99,2.04,overcast clouds
628,Yantai,CN,37.5333,121.4,70.79,76,100,15.82,light rain
629,Kampot,KH,10.6167,104.1833,77.05,87,100,8.48,overcast clouds
630,Liberal,US,37.0431,-100.921,82.54,51,0,9.22,clear sky
631,Carmen,MX,18.6333,-91.8333,81.99,81,69,15.46,broken clouds
632,Wakkanai,JP,45.4094,141.6739,78.78,61,40,13.8,scattered clouds
633,Bayir,TR,37.2687,28.2167,64.92,71,4,2.55,clear sky
634,Bukama,CD,-9.2,25.85,66.9,38,0,3.0,clear sky
635,Huron,US,41.1501,-82.5499,75.78,93,94,15.75,moderate rain
636,Polson,US,47.6936,-114.1632,73.9,29,0,0.81,clear sky
637,Lavrentiya,RU,65.5833,-171.0,44.87,75,36,12.66,scattered clouds
638,Bondo,CD,3.8146,23.6866,67.59,98,29,2.13,scattered clouds
639,Rosetta,EG,31.4044,30.4164,75.99,76,0,0.72,clear sky
640,Bazaliya,UA,49.7127,26.4733,60.84,79,100,6.76,light rain
641,Angoche,MZ,-16.2325,39.9086,68.34,82,0,2.04,clear sky
642,Sakakah,SA,29.9697,40.2064,94.57,27,2,9.55,clear sky
643,Moshupa,BW,-24.7782,25.4155,49.93,49,5,5.68,clear sky
644,Boali,CF,4.8005,18.1275,68.95,96,95,1.03,overcast clouds
645,Purpe,RU,64.4803,76.6897,79.43,44,2,9.69,clear sky
646,Moron,AR,-34.6534,-58.6198,52.97,80,100,8.12,overcast clouds
647,Barra Do Bugres,BR,-15.0725,-57.1811,72.25,91,87,0.18,overcast clouds
648,Areosa,PT,41.7178,-8.8571,62.51,92,0,3.6,clear sky
649,Paragominas,BR,-2.9667,-47.4833,73.49,62,25,3.62,scattered clouds
650,Pathein,MM,16.7833,94.7333,75.63,96,100,2.71,overcast clouds
651,Waingapu,ID,-9.6567,120.2641,86.5,58,63,12.97,broken clouds
652,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,57,0,4.61,clear sky
653,Saurimo,AO,-9.6608,20.3916,57.96,35,0,4.76,clear sky
654,Xinqing,CN,48.2333,129.5,73.69,34,11,15.41,few clouds
655,Kuala Perlis,MY,6.4,100.1333,85.98,74,99,2.04,overcast clouds
656,La Ronge,CA,55.1001,-105.2842,61.05,63,100,20.71,overcast clouds
657,Marsa Matruh,EG,31.3525,27.2453,75.4,78,0,5.75,clear sky
658,Poya,NC,-21.35,165.15,70.29,59,85,8.28,overcast clouds
659,Sambava,MG,-14.2667,50.1667,66.52,87,50,11.27,scattered clouds
660,Wahiawa,US,21.5028,-158.0236,86.32,59,0,17.27,clear sky
661,Nabire,ID,-3.3667,135.4833,76.33,92,100,4.65,overcast clouds
662,Winsum,NL,53.33,6.5208,55.98,90,14,5.03,few clouds
